"date","site","habitat","common_name","count"
"9-5-2011","A","riffle","Orangethroated Darter",17
"9-5-2011","A","riffle","Red Shiner",0
"9-5-2011","A","riffle","Ringed Crayfish",0
"9-5-2011","A","riffle","Sand Shiner",0
"9-5-2011","A","riffle","Slender Madtom",0
"9-5-2011","A","riffle","Southern Redbelly Dace",0
"9-5-2011","A","riffle","Suckermouth Minnows",0
"9-5-2011","A","riffle","Water Nymph Crayfish",0
"9-5-2011","A","riffle","Western Mosquitofish",0
"9-5-2011","A","riffle","White Sucker",0
"9-5-2011","C","pool","Bluegill",0
"9-5-2011","C","pool","Bluntnose Minnow",0
"9-5-2011","C","pool","Carmine Shiner",0
"9-5-2011","C","pool","Central Stoneroller",1
"9-5-2011","C","pool","Common Shiner",0
"9-5-2011","C","pool","Creek Chub",0
"9-5-2011","C","pool","Fathead Minnow",0
"9-5-2011","C","pool","Green Sunfish",0
"9-5-2011","C","pool","Johnny Darter",0
"9-5-2011","C","pool","Longear Sunfish",0
"9-5-2011","C","pool","Orangespotted Sunfish",0
"9-5-2011","C","pool","Orangethroated Darter",8
"9-5-2011","C","pool","Red Shiner",0
"9-5-2011","C","pool","Ringed Crayfish",0
"9-5-2011","C","pool","Sand Shiner",0
"9-5-2011","C","pool","Slender Madtom",0
"9-5-2011","C","pool","Southern Redbelly Dace",39
"9-5-2011","C","pool","Suckermouth Minnows",0
"9-5-2011","C","pool","Water Nymph Crayfish",0
"9-5-2011","C","pool","Western Mosquitofish",0
"9-5-2011","C","pool","White Sucker",0
"9-5-2011","D","pool","Bluegill",0
"9-5-2011","D","pool","Bluntnose Minnow",0
"9-5-2011","D","pool","Carmine Shiner",0
"9-5-2011","D","pool","Central Stoneroller",0
"9-5-2011","D","pool","Common Shiner",0
"9-5-2011","D","pool","Creek Chub",0
"9-5-2011","D","pool","Fathead Minnow",0
"9-5-2011","D","pool","Green Sunfish",0
"9-5-2011","D","pool","Johnny Darter",0
"9-5-2011","D","pool","Longear Sunfish",0
"9-5-2011","D","pool","Orangespotted Sunfish",0
"9-5-2011","D","pool","Orangethroated Darter",0
"9-5-2011","D","pool","Red Shiner",0
"9-5-2011","D","pool","Ringed Crayfish",0
"9-5-2011","D","pool","Sand Shiner",0
"9-5-2011","D","pool","Slender Madtom",0
"9-5-2011","D","pool","Southern Redbelly Dace",0
"9-5-2011","D","pool","Suckermouth Minnows",0
"9-5-2011","D","pool","Water Nymph Crayfish",0
"9-5-2011","D","pool","Western Mosquitofish",0
"9-5-2011","D","pool","White Sucker",0
"9-5-2011","E","pool","Bluegill",0
"9-5-2011","E","pool","Bluntnose Minnow",0
"9-5-2011","E","pool","Carmine Shiner",0
"9-5-2011","E","pool","Central Stoneroller",13
"9-5-2011","E","pool","Common Shiner",0
"9-5-2011","E","pool","Creek Chub",11
"9-5-2011","E","pool","Fathead Minnow",0
"9-5-2011","E","pool","Green Sunfish",0
"9-5-2011","E","pool","Johnny Darter",0
"9-5-2011","E","pool","Longear Sunfish",0
"9-5-2011","E","pool","Orangespotted Sunfish",0
"9-5-2011","E","pool","Orangethroated Darter",6
"9-5-2011","E","pool","Red Shiner",0
"9-5-2011","E","pool","Ringed Crayfish",0
"9-5-2011","E","pool","Sand Shiner",0
"9-5-2011","E","pool","Slender Madtom",0
"9-5-2011","E","pool","Southern Redbelly Dace",8
"9-5-2011","E","pool","Suckermouth Minnows",0
"9-5-2011","E","pool","Water Nymph Crayfish",0
"9-5-2011","E","pool","Western Mosquitofish",0
"9-5-2011","E","pool","White Sucker",0
"12-8-2011","A","pool","Bluegill",0
"12-8-2011","A","pool","Bluntnose Minnow",0
"12-8-2011","A","pool","Carmine Shiner",0
"12-8-2011","A","pool","Central Stoneroller",18
"12-8-2011","A","pool","Common Shiner",0
"12-8-2011","A","pool","Creek Chub",3
"12-8-2011","A","pool","Fathead Minnow",0
"12-8-2011","A","pool","Green Sunfish",0
"12-8-2011","A","pool","Johnny Darter",1
"12-8-2011","A","pool","Longear Sunfish",0
"12-8-2011","A","pool","Orangespotted Sunfish",0
"12-8-2011","A","pool","Orangethroated Darter",13
"12-8-2011","A","pool","Red Shiner",0
"12-8-2011","A","pool","Ringed Crayfish",0
"12-8-2011","A","pool","Sand Shiner",0
"12-8-2011","A","pool","Slender Madtom",0
"12-8-2011","A","pool","Southern Redbelly Dace",31
"12-8-2011","A","pool","Suckermouth Minnows",0
"12-8-2011","A","pool","Water Nymph Crayfish",0
"12-8-2011","A","pool","Western Mosquitofish",0
"12-8-2011","A","pool","White Sucker",0
"12-8-2011","A","riffle","Bluegill",0
"12-8-2011","A","riffle","Bluntnose Minnow",0
"12-8-2011","A","riffle","Carmine Shiner",0
"12-8-2011","A","riffle","Central Stoneroller",0
"12-8-2011","A","riffle","Common Shiner",0
"12-8-2011","A","riffle","Creek Chub",0
"12-8-2011","A","riffle","Fathead Minnow",0
"12-8-2011","A","riffle","Green Sunfish",0
"12-8-2011","A","riffle","Johnny Darter",0
"12-8-2011","A","riffle","Longear Sunfish",0
"12-8-2011","A","riffle","Orangespotted Sunfish",0
"12-8-2011","A","riffle","Orangethroated Darter",18
"12-8-2011","A","riffle","Red Shiner",0
"12-8-2011","A","riffle","Ringed Crayfish",0
"12-8-2011","A","riffle","Sand Shiner",0
"12-8-2011","A","riffle","Slender Madtom",0
"12-8-2011","A","riffle","Southern Redbelly Dace",0
"12-8-2011","A","riffle","Suckermouth Minnows",0
"12-8-2011","A","riffle","Water Nymph Crayfish",0
"12-8-2011","A","riffle","Western Mosquitofish",0
"12-8-2011","A","riffle","White Sucker",0
"12-8-2011","C","pool","Bluegill",0
"12-8-2011","C","pool","Bluntnose Minnow",0
"12-8-2011","C","pool","Carmine Shiner",0
"12-8-2011","C","pool","Central Stoneroller",0
"12-8-2011","C","pool","Common Shiner",0
"12-8-2011","C","pool","Creek Chub",1
"12-8-2011","C","pool","Fathead Minnow",0
"12-8-2011","C","pool","Green Sunfish",0
"12-8-2011","C","pool","Johnny Darter",0
"12-8-2011","C","pool","Longear Sunfish",0
"12-8-2011","C","pool","Orangespotted Sunfish",0
"12-8-2011","C","pool","Orangethroated Darter",2
"12-8-2011","C","pool","Red Shiner",0
"12-8-2011","C","pool","Ringed Crayfish",0
"12-8-2011","C","pool","Sand Shiner",0
"12-8-2011","C","pool","Slender Madtom",0
"12-8-2011","C","pool","Southern Redbelly Dace",4
"12-8-2011","C","pool","Suckermouth Minnows",0
"12-8-2011","C","pool","Water Nymph Crayfish",0
"12-8-2011","C","pool","Western Mosquitofish",0
"12-8-2011","C","pool","White Sucker",0
"12-8-2011","D","pool","Bluegill",0
"12-8-2011","D","pool","Bluntnose Minnow",0
"12-8-2011","D","pool","Carmine Shiner",0
"12-8-2011","D","pool","Central Stoneroller",0
"12-8-2011","D","pool","Common Shiner",0
"12-8-2011","D","pool","Creek Chub",0
"12-8-2011","D","pool","Fathead Minnow",0
"12-8-2011","D","pool","Green Sunfish",0
"12-8-2011","D","pool","Johnny Darter",0
"12-8-2011","D","pool","Longear Sunfish",0
"12-8-2011","D","pool","Orangespotted Sunfish",0
"12-8-2011","D","pool","Orangethroated Darter",0
"12-8-2011","D","pool","Red Shiner",0
"12-8-2011","D","pool","Ringed Crayfish",0
"12-8-2011","D","pool","Sand Shiner",0
"12-8-2011","D","pool","Slender Madtom",0
"12-8-2011","D","pool","Southern Redbelly Dace",0
"12-8-2011","D","pool","Suckermouth Minnows",0
"12-8-2011","D","pool","Water Nymph Crayfish",0
"12-8-2011","D","pool","Western Mosquitofish",0
"12-8-2011","D","pool","White Sucker",0
"12-8-2011","E","pool","Bluegill",0
"12-8-2011","E","pool","Bluntnose Minnow",0
"12-8-2011","E","pool","Carmine Shiner",0
"12-8-2011","E","pool","Central Stoneroller",48
"12-8-2011","E","pool","Common Shiner",0
"12-8-2011","E","pool","Creek Chub",66
"12-8-2011","E","pool","Fathead Minnow",0
"12-8-2011","E","pool","Green Sunfish",0
"12-8-2011","E","pool","Johnny Darter",0
"12-8-2011","E","pool","Longear Sunfish",0
"12-8-2011","E","pool","Orangespotted Sunfish",0
"12-8-2011","E","pool","Orangethroated Darter",31
"12-8-2011","E","pool","Red Shiner",0
"12-8-2011","E","pool","Ringed Crayfish",0
"12-8-2011","E","pool","Sand Shiner",0
"12-8-2011","E","pool","Slender Madtom",0
"12-8-2011","E","pool","Southern Redbelly Dace",88
"12-8-2011","E","pool","Suckermouth Minnows",0
"12-8-2011","E","pool","Water Nymph Crayfish",0
"12-8-2011","E","pool","Western Mosquitofish",0
"12-8-2011","E","pool","White Sucker",0
"17-11-2011","A","pool","Bluegill",0
"17-11-2011","A","pool","Bluntnose Minnow",0
"17-11-2011","A","pool","Carmine Shiner",0
"17-11-2011","A","pool","Central Stoneroller",22
"17-11-2011","A","pool","Common Shiner",1
"17-11-2011","A","pool","Creek Chub",4
"17-11-2011","A","pool","Fathead Minnow",0
"17-11-2011","A","pool","Green Sunfish",0
"17-11-2011","A","pool","Johnny Darter",1
"17-11-2011","A","pool","Longear Sunfish",0
"17-11-2011","A","pool","Orangespotted Sunfish",0
"17-11-2011","A","pool","Orangethroated Darter",7
"17-11-2011","A","pool","Red Shiner",0
"17-11-2011","A","pool","Ringed Crayfish",0
"17-11-2011","A","pool","Sand Shiner",0
"17-11-2011","A","pool","Slender Madtom",0
"17-11-2011","A","pool","Southern Redbelly Dace",43
"17-11-2011","A","pool","Suckermouth Minnows",0
"17-11-2011","A","pool","Water Nymph Crayfish",0
"17-11-2011","A","pool","Western Mosquitofish",0
"17-11-2011","A","pool","White Sucker",12
"17-11-2011","C","pool","Bluegill",0
"17-11-2011","C","pool","Bluntnose Minnow",0
"17-11-2011","C","pool","Carmine Shiner",0
"17-11-2011","C","pool","Central Stoneroller",1
"17-11-2011","C","pool","Common Shiner",0
"17-11-2011","C","pool","Creek Chub",1
"17-11-2011","C","pool","Fathead Minnow",0
"17-11-2011","C","pool","Green Sunfish",0
"17-11-2011","C","pool","Johnny Darter",0
"17-11-2011","C","pool","Longear Sunfish",0
"17-11-2011","C","pool","Orangespotted Sunfish",0
"17-11-2011","C","pool","Orangethroated Darter",5
"17-11-2011","C","pool","Red Shiner",0
"17-11-2011","C","pool","Ringed Crayfish",0
"17-11-2011","C","pool","Sand Shiner",0
"17-11-2011","C","pool","Slender Madtom",0
"17-11-2011","C","pool","Southern Redbelly Dace",82
"17-11-2011","C","pool","Suckermouth Minnows",0
"17-11-2011","C","pool","Water Nymph Crayfish",0
"17-11-2011","C","pool","Western Mosquitofish",0
"17-11-2011","C","pool","White Sucker",0
"17-11-2011","E","pool","Bluegill",0
"17-11-2011","E","pool","Bluntnose Minnow",0
"17-11-2011","E","pool","Carmine Shiner",0
"17-11-2011","E","pool","Central Stoneroller",74
"17-11-2011","E","pool","Common Shiner",0
"17-11-2011","E","pool","Creek Chub",65
"17-11-2011","E","pool","Fathead Minnow",0
"17-11-2011","E","pool","Green Sunfish",0
"17-11-2011","E","pool","Johnny Darter",0
"17-11-2011","E","pool","Longear Sunfish",0
"17-11-2011","E","pool","Orangespotted Sunfish",0
"17-11-2011","E","pool","Orangethroated Darter",9
"17-11-2011","E","pool","Red Shiner",0
"17-11-2011","E","pool","Ringed Crayfish",0
"17-11-2011","E","pool","Sand Shiner",0
"17-11-2011","E","pool","Slender Madtom",0
"17-11-2011","E","pool","Southern Redbelly Dace",78
"17-11-2011","E","pool","Suckermouth Minnows",0
"17-11-2011","E","pool","Water Nymph Crayfish",0
"17-11-2011","E","pool","Western Mosquitofish",0
"17-11-2011","E","pool","White Sucker",0
"7-5-2012","A","pool","Bluegill",0
"7-5-2012","A","pool","Bluntnose Minnow",0
"7-5-2012","A","pool","Carmine Shiner",0
"7-5-2012","A","pool","Central Stoneroller",34
"7-5-2012","A","pool","Common Shiner",10
"7-5-2012","A","pool","Creek Chub",13
"7-5-2012","A","pool","Fathead Minnow",0
"7-5-2012","A","pool","Green Sunfish",0
"7-5-2012","A","pool","Johnny Darter",4
"7-5-2012","A","pool","Longear Sunfish",0
"7-5-2012","A","pool","Orangespotted Sunfish",0
"7-5-2012","A","pool","Orangethroated Darter",44
"7-5-2012","A","pool","Red Shiner",0
"7-5-2012","A","pool","Ringed Crayfish",0
"7-5-2012","A","pool","Sand Shiner",0
"7-5-2012","A","pool","Slender Madtom",0
"7-5-2012","A","pool","Southern Redbelly Dace",1034
"7-5-2012","A","pool","Suckermouth Minnows",0
"7-5-2012","A","pool","Water Nymph Crayfish",0
"7-5-2012","A","pool","Western Mosquitofish",0
"7-5-2012","A","pool","White Sucker",11
"7-5-2012","A","riffle","Bluegill",0
"7-5-2012","A","riffle","Bluntnose Minnow",0
"7-5-2012","A","riffle","Carmine Shiner",0
"7-5-2012","A","riffle","Central Stoneroller",0
"7-5-2012","A","riffle","Common Shiner",0
"7-5-2012","A","riffle","Creek Chub",0
"7-5-2012","A","riffle","Fathead Minnow",0
"7-5-2012","A","riffle","Green Sunfish",0
"7-5-2012","A","riffle","Johnny Darter",0
"7-5-2012","A","riffle","Longear Sunfish",0
"7-5-2012","A","riffle","Orangespotted Sunfish",0
"7-5-2012","A","riffle","Orangethroated Darter",9
"7-5-2012","A","riffle","Red Shiner",0
"7-5-2012","A","riffle","Ringed Crayfish",0
"7-5-2012","A","riffle","Sand Shiner",0
"7-5-2012","A","riffle","Slender Madtom",0
"7-5-2012","A","riffle","Southern Redbelly Dace",0
"7-5-2012","A","riffle","Suckermouth Minnows",0
"7-5-2012","A","riffle","Water Nymph Crayfish",0
"7-5-2012","A","riffle","Western Mosquitofish",0
"7-5-2012","A","riffle","White Sucker",0
"7-5-2012","C","pool","Bluegill",0
"7-5-2012","C","pool","Bluntnose Minnow",0
"7-5-2012","C","pool","Carmine Shiner",0
"7-5-2012","C","pool","Central Stoneroller",0
"7-5-2012","C","pool","Common Shiner",0
"7-5-2012","C","pool","Creek Chub",0
"7-5-2012","C","pool","Fathead Minnow",0
"7-5-2012","C","pool","Green Sunfish",0
"7-5-2012","C","pool","Johnny Darter",0
"7-5-2012","C","pool","Longear Sunfish",0
"7-5-2012","C","pool","Orangespotted Sunfish",0
"7-5-2012","C","pool","Orangethroated Darter",2
"7-5-2012","C","pool","Red Shiner",0
"7-5-2012","C","pool","Ringed Crayfish",0
"7-5-2012","C","pool","Sand Shiner",0
"7-5-2012","C","pool","Slender Madtom",0
"7-5-2012","C","pool","Southern Redbelly Dace",25
"7-5-2012","C","pool","Suckermouth Minnows",0
"7-5-2012","C","pool","Water Nymph Crayfish",0
"7-5-2012","C","pool","Western Mosquitofish",0
"7-5-2012","C","pool","White Sucker",0
"7-5-2012","D","pool","Bluegill",0
"7-5-2012","D","pool","Bluntnose Minnow",0
"7-5-2012","D","pool","Carmine Shiner",0
"7-5-2012","D","pool","Central Stoneroller",0
"7-5-2012","D","pool","Common Shiner",0
"7-5-2012","D","pool","Creek Chub",0
"7-5-2012","D","pool","Fathead Minnow",0
"7-5-2012","D","pool","Green Sunfish",0
"7-5-2012","D","pool","Johnny Darter",0
"7-5-2012","D","pool","Longear Sunfish",0
"7-5-2012","D","pool","Orangespotted Sunfish",0
"7-5-2012","D","pool","Orangethroated Darter",0
"7-5-2012","D","pool","Red Shiner",0
"7-5-2012","D","pool","Ringed Crayfish",0
"7-5-2012","D","pool","Sand Shiner",0
"7-5-2012","D","pool","Slender Madtom",0
"7-5-2012","D","pool","Southern Redbelly Dace",0
"7-5-2012","D","pool","Suckermouth Minnows",0
"7-5-2012","D","pool","Water Nymph Crayfish",0
"7-5-2012","D","pool","Western Mosquitofish",0
"7-5-2012","D","pool","White Sucker",0
"7-5-2012","E","pool","Bluegill",0
"7-5-2012","E","pool","Bluntnose Minnow",0
"7-5-2012","E","pool","Carmine Shiner",0
"7-5-2012","E","pool","Central Stoneroller",27
"7-5-2012","E","pool","Common Shiner",0
"7-5-2012","E","pool","Creek Chub",19
"7-5-2012","E","pool","Fathead Minnow",0
"7-5-2012","E","pool","Green Sunfish",0
"7-5-2012","E","pool","Johnny Darter",0
"7-5-2012","E","pool","Longear Sunfish",0
"7-5-2012","E","pool","Orangespotted Sunfish",0
"7-5-2012","E","pool","Orangethroated Darter",3
"7-5-2012","E","pool","Red Shiner",0
"7-5-2012","E","pool","Ringed Crayfish",0
"7-5-2012","E","pool","Sand Shiner",0
"7-5-2012","E","pool","Slender Madtom",0
"7-5-2012","E","pool","Southern Redbelly Dace",15
"7-5-2012","E","pool","Suckermouth Minnows",0
"7-5-2012","E","pool","Water Nymph Crayfish",0
"7-5-2012","E","pool","Western Mosquitofish",0
"7-5-2012","E","pool","White Sucker",0
"23-8-2012","A","pool","Bluegill",0
"23-8-2012","A","pool","Bluntnose Minnow",0
"23-8-2012","A","pool","Carmine Shiner",0
"23-8-2012","A","pool","Central Stoneroller",270
"23-8-2012","A","pool","Common Shiner",5
"23-8-2012","A","pool","Creek Chub",57
"23-8-2012","A","pool","Fathead Minnow",0
"23-8-2012","A","pool","Green Sunfish",1
"23-8-2012","A","pool","Johnny Darter",11
"23-8-2012","A","pool","Longear Sunfish",0
"23-8-2012","A","pool","Orangespotted Sunfish",0
"23-8-2012","A","pool","Orangethroated Darter",81
"23-8-2012","A","pool","Red Shiner",5
"23-8-2012","A","pool","Ringed Crayfish",0
"23-8-2012","A","pool","Sand Shiner",0
"23-8-2012","A","pool","Slender Madtom",13
"23-8-2012","A","pool","Southern Redbelly Dace",910
"23-8-2012","A","pool","Suckermouth Minnows",0
"23-8-2012","A","pool","Water Nymph Crayfish",0
"23-8-2012","A","pool","Western Mosquitofish",0
"23-8-2012","A","pool","White Sucker",11
"23-8-2012","A","riffle","Bluegill",0
"23-8-2012","A","riffle","Bluntnose Minnow",0
"23-8-2012","A","riffle","Carmine Shiner",0
"23-8-2012","A","riffle","Central Stoneroller",0
"23-8-2012","A","riffle","Common Shiner",0
"23-8-2012","A","riffle","Creek Chub",0
"23-8-2012","A","riffle","Fathead Minnow",0
"23-8-2012","A","riffle","Green Sunfish",0
"23-8-2012","A","riffle","Johnny Darter",0
"23-8-2012","A","riffle","Longear Sunfish",0
"23-8-2012","A","riffle","Orangespotted Sunfish",0
"23-8-2012","A","riffle","Orangethroated Darter",4
"23-8-2012","A","riffle","Red Shiner",0
"23-8-2012","A","riffle","Ringed Crayfish",0
"23-8-2012","A","riffle","Sand Shiner",0
"23-8-2012","A","riffle","Slender Madtom",0
"23-8-2012","A","riffle","Southern Redbelly Dace",0
"23-8-2012","A","riffle","Suckermouth Minnows",0
"23-8-2012","A","riffle","Water Nymph Crayfish",0
"23-8-2012","A","riffle","Western Mosquitofish",0
"23-8-2012","A","riffle","White Sucker",0
"23-8-2012","C","pool","Bluegill",0
"23-8-2012","C","pool","Bluntnose Minnow",0
"23-8-2012","C","pool","Carmine Shiner",0
"23-8-2012","C","pool","Central Stoneroller",0
"23-8-2012","C","pool","Common Shiner",0
"23-8-2012","C","pool","Creek Chub",0
"23-8-2012","C","pool","Fathead Minnow",0
"23-8-2012","C","pool","Green Sunfish",0
"23-8-2012","C","pool","Johnny Darter",0
"23-8-2012","C","pool","Longear Sunfish",0
"23-8-2012","C","pool","Orangespotted Sunfish",0
"23-8-2012","C","pool","Orangethroated Darter",13
"23-8-2012","C","pool","Red Shiner",0
"23-8-2012","C","pool","Ringed Crayfish",0
"23-8-2012","C","pool","Sand Shiner",0
"23-8-2012","C","pool","Slender Madtom",0
"23-8-2012","C","pool","Southern Redbelly Dace",10
"23-8-2012","C","pool","Suckermouth Minnows",0
"23-8-2012","C","pool","Water Nymph Crayfish",0
"23-8-2012","C","pool","Western Mosquitofish",0
"23-8-2012","C","pool","White Sucker",0
"20-11-2012","A","pool","Bluegill",0
"20-11-2012","A","pool","Bluntnose Minnow",0
"20-11-2012","A","pool","Carmine Shiner",0
"20-11-2012","A","pool","Central Stoneroller",75
"20-11-2012","A","pool","Common Shiner",3
"20-11-2012","A","pool","Creek Chub",32
"20-11-2012","A","pool","Fathead Minnow",0
"20-11-2012","A","pool","Green Sunfish",0
"20-11-2012","A","pool","Johnny Darter",14
"20-11-2012","A","pool","Longear Sunfish",0
"20-11-2012","A","pool","Orangespotted Sunfish",0
"20-11-2012","A","pool","Orangethroated Darter",55
"20-11-2012","A","pool","Red Shiner",4
"20-11-2012","A","pool","Ringed Crayfish",0
"20-11-2012","A","pool","Sand Shiner",0
"20-11-2012","A","pool","Slender Madtom",1
"20-11-2012","A","pool","Southern Redbelly Dace",476
"20-11-2012","A","pool","Suckermouth Minnows",0
"20-11-2012","A","pool","Water Nymph Crayfish",0
"20-11-2012","A","pool","Western Mosquitofish",0
"20-11-2012","A","pool","White Sucker",7
"20-11-2012","A","riffle","Bluegill",0
"20-11-2012","A","riffle","Bluntnose Minnow",0
"20-11-2012","A","riffle","Carmine Shiner",0
"20-11-2012","A","riffle","Central Stoneroller",0
"20-11-2012","A","riffle","Common Shiner",0
"20-11-2012","A","riffle","Creek Chub",0
"20-11-2012","A","riffle","Fathead Minnow",0
"20-11-2012","A","riffle","Green Sunfish",0
"20-11-2012","A","riffle","Johnny Darter",0
"20-11-2012","A","riffle","Longear Sunfish",0
"20-11-2012","A","riffle","Orangespotted Sunfish",0
"20-11-2012","A","riffle","Orangethroated Darter",1
"20-11-2012","A","riffle","Red Shiner",0
"20-11-2012","A","riffle","Ringed Crayfish",0
"20-11-2012","A","riffle","Sand Shiner",0
"20-11-2012","A","riffle","Slender Madtom",0
"20-11-2012","A","riffle","Southern Redbelly Dace",0
"20-11-2012","A","riffle","Suckermouth Minnows",0
"20-11-2012","A","riffle","Water Nymph Crayfish",0
"20-11-2012","A","riffle","Western Mosquitofish",0
"20-11-2012","A","riffle","White Sucker",0
"20-11-2012","C","pool","Bluegill",0
"20-11-2012","C","pool","Bluntnose Minnow",0
"20-11-2012","C","pool","Carmine Shiner",0
"20-11-2012","C","pool","Central Stoneroller",0
"20-11-2012","C","pool","Common Shiner",0
"20-11-2012","C","pool","Creek Chub",0
"20-11-2012","C","pool","Fathead Minnow",0
"20-11-2012","C","pool","Green Sunfish",0
"20-11-2012","C","pool","Johnny Darter",0
"20-11-2012","C","pool","Longear Sunfish",0
"20-11-2012","C","pool","Orangespotted Sunfish",0
"20-11-2012","C","pool","Orangethroated Darter",17
"20-11-2012","C","pool","Red Shiner",0
"20-11-2012","C","pool","Ringed Crayfish",0
"20-11-2012","C","pool","Sand Shiner",0
"20-11-2012","C","pool","Slender Madtom",0
"20-11-2012","C","pool","Southern Redbelly Dace",6
"20-11-2012","C","pool","Suckermouth Minnows",0
"20-11-2012","C","pool","Water Nymph Crayfish",0
"20-11-2012","C","pool","Western Mosquitofish",0
"20-11-2012","C","pool","White Sucker",0
"20-11-2012","E","pool","Bluegill",0
"20-11-2012","E","pool","Bluntnose Minnow",0
"20-11-2012","E","pool","Carmine Shiner",0
"20-11-2012","E","pool","Central Stoneroller",0
"20-11-2012","E","pool","Common Shiner",0
"20-11-2012","E","pool","Creek Chub",0
"20-11-2012","E","pool","Fathead Minnow",0
"20-11-2012","E","pool","Green Sunfish",0
"20-11-2012","E","pool","Johnny Darter",0
"20-11-2012","E","pool","Longear Sunfish",0
"20-11-2012","E","pool","Orangespotted Sunfish",0
"20-11-2012","E","pool","Orangethroated Darter",0
"20-11-2012","E","pool","Red Shiner",0
"20-11-2012","E","pool","Ringed Crayfish",0
"20-11-2012","E","pool","Sand Shiner",0
"20-11-2012","E","pool","Slender Madtom",0
"20-11-2012","E","pool","Southern Redbelly Dace",0
"20-11-2012","E","pool","Suckermouth Minnows",0
"20-11-2012","E","pool","Water Nymph Crayfish",0
"20-11-2012","E","pool","Western Mosquitofish",0
"20-11-2012","E","pool","White Sucker",0
"24-5-2013","A","pool","Bluegill",0
"24-5-2013","A","pool","Bluntnose Minnow",0
"24-5-2013","A","pool","Carmine Shiner",0
"24-5-2013","A","pool","Central Stoneroller",69
"24-5-2013","A","pool","Common Shiner",0
"24-5-2013","A","pool","Creek Chub",17
"24-5-2013","A","pool","Fathead Minnow",0
"24-5-2013","A","pool","Green Sunfish",2
"24-5-2013","A","pool","Johnny Darter",6
"24-5-2013","A","pool","Longear Sunfish",0
"24-5-2013","A","pool","Orangespotted Sunfish",0
"24-5-2013","A","pool","Orangethroated Darter",18
"24-5-2013","A","pool","Red Shiner",0
"24-5-2013","A","pool","Ringed Crayfish",0
"24-5-2013","A","pool","Sand Shiner",0
"24-5-2013","A","pool","Slender Madtom",1
"24-5-2013","A","pool","Southern Redbelly Dace",86
"24-5-2013","A","pool","Suckermouth Minnows",0
"24-5-2013","A","pool","Water Nymph Crayfish",0
"24-5-2013","A","pool","Western Mosquitofish",0
"24-5-2013","A","pool","White Sucker",12
"24-5-2013","C","pool","Bluegill",0
"24-5-2013","C","pool","Bluntnose Minnow",0
"24-5-2013","C","pool","Carmine Shiner",0
"24-5-2013","C","pool","Central Stoneroller",0
"24-5-2013","C","pool","Common Shiner",0
"24-5-2013","C","pool","Creek Chub",0
"24-5-2013","C","pool","Fathead Minnow",0
"24-5-2013","C","pool","Green Sunfish",0
"24-5-2013","C","pool","Johnny Darter",0
"24-5-2013","C","pool","Longear Sunfish",0
"24-5-2013","C","pool","Orangespotted Sunfish",0
"24-5-2013","C","pool","Orangethroated Darter",10
"24-5-2013","C","pool","Red Shiner",0
"24-5-2013","C","pool","Ringed Crayfish",0
"24-5-2013","C","pool","Sand Shiner",0
"24-5-2013","C","pool","Slender Madtom",0
"24-5-2013","C","pool","Southern Redbelly Dace",0
"24-5-2013","C","pool","Suckermouth Minnows",0
"24-5-2013","C","pool","Water Nymph Crayfish",0
"24-5-2013","C","pool","Western Mosquitofish",0
"24-5-2013","C","pool","White Sucker",0
"27-7-2013","E","pool","Bluegill",0
"27-7-2013","E","pool","Bluntnose Minnow",0
"27-7-2013","E","pool","Carmine Shiner",0
"27-7-2013","E","pool","Central Stoneroller",0
"27-7-2013","E","pool","Common Shiner",0
"27-7-2013","E","pool","Creek Chub",5
"27-7-2013","E","pool","Fathead Minnow",0
"27-7-2013","E","pool","Green Sunfish",0
"27-7-2013","E","pool","Johnny Darter",0
"27-7-2013","E","pool","Longear Sunfish",0
"27-7-2013","E","pool","Orangespotted Sunfish",0
"27-7-2013","E","pool","Orangethroated Darter",0
"27-7-2013","E","pool","Red Shiner",0
"27-7-2013","E","pool","Ringed Crayfish",0
"27-7-2013","E","pool","Sand Shiner",0
"27-7-2013","E","pool","Slender Madtom",0
"27-7-2013","E","pool","Southern Redbelly Dace",0
"27-7-2013","E","pool","Suckermouth Minnows",0
"27-7-2013","E","pool","Water Nymph Crayfish",0
"27-7-2013","E","pool","Western Mosquitofish",0
"27-7-2013","E","pool","White Sucker",0
"15-8-2013","A","pool","Bluegill",0
"15-8-2013","A","pool","Bluntnose Minnow",0
"15-8-2013","A","pool","Carmine Shiner",0
"15-8-2013","A","pool","Central Stoneroller",46
"15-8-2013","A","pool","Common Shiner",1
"15-8-2013","A","pool","Creek Chub",32
"15-8-2013","A","pool","Fathead Minnow",0
"15-8-2013","A","pool","Green Sunfish",0
"15-8-2013","A","pool","Johnny Darter",0
"15-8-2013","A","pool","Longear Sunfish",2
"15-8-2013","A","pool","Orangespotted Sunfish",0
"15-8-2013","A","pool","Orangethroated Darter",3
"15-8-2013","A","pool","Red Shiner",0
"15-8-2013","A","pool","Ringed Crayfish",0
"15-8-2013","A","pool","Sand Shiner",0
"15-8-2013","A","pool","Slender Madtom",0
"15-8-2013","A","pool","Southern Redbelly Dace",29
"15-8-2013","A","pool","Suckermouth Minnows",0
"15-8-2013","A","pool","Water Nymph Crayfish",0
"15-8-2013","A","pool","Western Mosquitofish",1
"15-8-2013","A","pool","White Sucker",3
"15-8-2013","A","riffle","Bluegill",0
